"Lambda(microns)","THROUGHPUT","THROUGHPUT"
0.8331,2.2736229665494E-006,1.1368114832747E-005
0.8331689453125,2.1943155064029E-006,1.0971577532015E-005
0.8332,2.1612718649925E-006,1.0806359324963E-005
0.8333,2.0547431281593E-006,1.0273715640797E-005
0.8334,1.9485048480246E-006,9.742524240123E-006
0.8335,1.8421944126701E-006,9.2109720633503E-006
0.8336,1.7361551966011E-006,8.6807759830053E-006
0.8337,1.6300630451087E-006,8.1503152255433E-006
0.8338,1.5242229097857E-006,7.6211145489284E-006
0.8339,1.41834902448E-006,7.0917451224001E-006
0.834,1.3127079865338E-006,6.5635399326688E-006
0.8341,1.2070522813433E-006,6.0352614067167E-006
0.83416923828125,1.1340358862935E-006,5.6701794314674E-006
0.8342,1.1126891117562E-006,5.5634455587812E-006
0.8343,1.0432413169392E-006,5.2162065846959E-006
0.8344,9.7395659888538E-007,4.8697829944269E-006
0.8345,9.0465215743924E-007,4.5232607871962E-006
0.8346,8.3549824102874E-007,4.1774912051437E-006
0.8347,7.6633714106682E-007,3.8316857053341E-006
0.8348,6.9731403696711E-007,3.4865701848356E-006
0.8349,6.2829626656415E-007,3.1414813328207E-006
0.835,5.5940398541017E-007,2.7970199270508E-006
0.8351,4.9052961330918E-007,2.4526480665459E-006
0.83516943359375,4.4277950042233E-007,2.2138975021117E-006
0.8352,4.372410734178E-007,2.186205367089E-006
0.8353,4.1909437324222E-007,2.0954718662111E-006
0.8354,4.0100358046778E-007,2.0050179023389E-006
0.8355,3.8289434388064E-007,1.9144717194032E-006
0.8356,3.6483773586096E-007,1.8241886793048E-006
0.8357,3.4676599724551E-007,1.7338299862276E-006
0.8358,3.2874357483578E-007,1.6437178741789E-006
0.8359,3.1070925418648E-007,1.5535462709324E-006
0.836,2.927210221325E-007,1.4636051106625E-006
0.8361,2.7472415310447E-007,1.3736207655224E-006
0.8361697265625,2.6220369870817E-007,1.3110184935409E-006
0.8362,2.5999470722697E-007,1.2999735361348E-006
0.8363,2.5267925715679E-007,1.263396285784E-006
0.8364,2.4539393624252E-007,1.2269696812126E-006
0.8365,2.380935681623E-007,1.1904678408115E-006
0.8366,2.3082200821926E-007,1.1541100410963E-006
0.8367,2.2353672087346E-007,1.1176836043673E-006
0.8368,2.1627892302104E-007,1.0813946151052E-006
0.8369,2.0900871515006E-007,1.0450435757503E-006
0.837,2.0176468050421E-007,1.0088234025211E-006
0.8371,1.9450954179043E-007,9.7254770895216E-007
0.83717001953125,1.8944623215295E-007,9.4723116076475E-007
0.8372,1.8851183297217E-007,9.4255916486087E-007
0.8373,1.8538012321715E-007,9.2690061608573E-007
0.8374,1.8226829561164E-007,9.1134147805819E-007
0.8375,1.7914298861503E-007,8.9571494307513E-007
0.8376,1.7603699925124E-007,8.8018499625618E-007
0.8377,1.7291809447326E-007,8.6459047236629E-007
0.8378,1.6981794381908E-007,8.4908971909539E-007
0.8379,1.6670544071823E-007,8.3352720359116E-007
0.838,1.636111292401E-007,8.180556462005E-007
0.8381,1.6050505364065E-007,8.0252526820327E-007
0.8381703125,1.5833319968437E-007,7.9166599842184E-007
0.8382,1.5949203613443E-007,7.9746018067215E-007
0.8383,1.6337826615782E-007,8.1689133078908E-007
0.8384,1.6727529304308E-007,8.3637646521541E-007
0.8385,1.7115311748413E-007,8.5576558742063E-007
0.8386,1.7504242796301E-007,8.7521213981505E-007
0.8387,1.7891181094103E-007,8.9455905470516E-007
0.8388,1.8279340399721E-007,9.1396701998603E-007
0.8389,1.8665436435588E-007,9.3327182177942E-007
0.839,1.9052823939662E-007,9.5264119698311E-007
0.8391,1.9438077788191E-007,9.7190388940954E-007
0.83917060546875,1.9711087803896E-007,9.8555439019479E-007
0.8392,1.9403184108904E-007,9.7015920544518E-007
0.8393,1.8354654396972E-007,9.1773271984862E-007
0.8394,1.730885082171E-007,8.6544254108549E-007
0.8395,1.6262534193845E-007,8.1312670969226E-007
0.8396,1.5218753811299E-007,7.6093769056495E-007
0.8397,1.417465007521E-007,7.087325037605E-007
0.8398,1.3132893043127E-007,6.5664465215636E-007
0.8399,1.2091003315181E-007,6.0455016575906E-007
0.84,1.1051269678218E-007,5.5256348391091E-007
0.8401,1.00123084015E-007,5.00615420075E-007
0.84017080078125,9.2779199426072E-008,4.6389599713036E-007
0.8402,9.4569287864387E-008,4.7284643932193E-007
0.8403,1.0068758511265E-007,5.0343792556325E-007
0.8404,1.0680958597849E-007,5.3404792989245E-007
0.8405,1.1291643503427E-007,5.6458217517133E-007
0.8406,1.1902809755277E-007,5.9514048776384E-007
0.8407,1.251234947489E-007,6.2561747374451E-007
0.8408,1.3122481347505E-007,6.5612406737523E-007
0.8409,1.3730875514573E-007,6.8654377572863E-007
0.841,1.4339972463451E-007,7.1699862317256E-007
0.8411,1.4947218259779E-007,7.4736091298897E-007
0.84117109375,1.537956047863E-007,7.6897802393148E-007
0.8412,1.541964250413E-007,7.7098212520649E-007
0.8413,1.5556816799489E-007,7.7784083997443E-007
0.8414,1.5695274210873E-007,7.8476371054366E-007
0.8415,1.5832175333539E-007,7.9160876667697E-007
0.8416,1.5970386352424E-007,7.9851931762121E-007
0.8417,1.610701588735E-007,8.0535079436748E-007
0.8418,1.624498038557E-007,8.122490192785E-007
0.8419,1.6381338247135E-007,8.1906691235675E-007
0.842,1.6519056096527E-007,8.2595280482637E-007
0.8421,1.6655144929649E-007,8.3275724648245E-007
0.84217138671875,1.675329496099E-007,8.3766474804949E-007
0.8422,1.6832765153394E-007,8.4163825766969E-007
0.8423,1.7108800313887E-007,8.5544001569437E-007
0.8424,1.7386136625758E-007,8.6930683128788E-007
0.8425,1.7661636767123E-007,8.8308183835613E-007
0.8426,1.7938488380077E-007,8.9692441900386E-007
0.8427,1.8213453332511E-007,9.1067266662553E-007
0.8428,1.8489819993162E-007,9.2449099965808E-007
0.8429,1.8764251621554E-007,9.3821258107769E-007
0.843,1.9040133106429E-007,9.5200665532147E-007
0.8431,1.9315810649599E-007,9.6579053247996E-007
0.8431716796875,1.9513274071581E-007,9.7566370357906E-007
0.8432,1.9492858959579E-007,9.7464294797894E-007
0.8433,1.9422571461418E-007,9.7112857307089E-007
0.8434,1.9350559728613E-007,9.6752798643064E-007
0.8435,1.9280351931092E-007,9.6401759655459E-007
0.8436,1.9208432734395E-007,9.6042163671973E-007
0.8437,1.913830475321E-007,9.569152376605E-007
0.8438,1.9066478194975E-007,9.5332390974876E-007
0.8439,1.899643014587E-007,9.4982150729348E-007
0.844,1.8924696328475E-007,9.4623481642374E-007
0.8441,1.8854728145593E-007,9.4273640727963E-007
0.844171875,1.8803232515582E-007,9.4016162577912E-007
0.8442,1.9315979133869E-007,9.6579895669345E-007
0.8443,2.1140049981342E-007,1.0570024990671E-006
0.8444,2.2960877987934E-007,1.1480438993967E-006
0.8445,2.4782477086534E-007,1.2391238543267E-006
0.8446,2.6600499982635E-007,1.3300249991318E-006
0.8447,2.8419623962551E-007,1.4209811981275E-006
0.8448,3.0234838798199E-007,1.5117419399099E-006
0.8449,3.2051484288293E-007,1.6025742144146E-006
0.845,3.3863888112892E-007,1.6931944056446E-006
0.8451,3.5678057924507E-007,1.7839028962254E-006
0.84517216796875,3.6984156693979E-007,1.8492078346989E-006
0.8452,3.7583832258967E-007,1.8791916129483E-006
0.8453,3.9740943047867E-007,1.9870471523934E-006
0.8454,4.1892858667566E-007,2.0946429333783E-006
0.8455,4.404701311324E-007,2.202350655662E-006
0.8456,4.6195582988649E-007,2.3097791494324E-006
0.8457,4.8346777305665E-007,2.4173388652832E-006
0.8458,5.0491988123124E-007,2.5245994061562E-006
0.8459,5.2640218057062E-007,2.6320109028531E-006
0.846,5.4782071081341E-007,2.739103554067E-006
0.8461,5.6927332610056E-007,2.8463666305028E-006
0.8461724609375,5.847708127933E-007,2.9238540639665E-006
0.8462,5.9488147221463E-007,2.9744073610731E-006
0.8463,6.3163353749847E-007,3.1581676874924E-006
0.8464,6.68301013935E-007,3.341505069675E-006
0.8465,7.0500233301008E-007,3.5250116650504E-006
0.8466,7.4161234017745E-007,3.7080617008872E-006
0.8467,7.7819192014906E-007,3.8909596007453E-006
0.8468,8.148153219939E-007,4.0740766099695E-006
0.8469,8.5133743711423E-007,4.2566871855712E-006
0.847,8.8790992685784E-007,4.4395496342892E-006
0.8471,9.2437462937795E-007,4.6218731468898E-006
0.84717275390625,9.5094804228434E-007,4.7547402114217E-006
0.8472,9.5442101021597E-007,4.7721050510798E-006
0.8473,9.6707406636669E-007,4.8353703318335E-006
0.8474,9.7980556175799E-007,4.8990278087899E-006
0.8475,9.9243800469612E-007,4.9621900234806E-006
0.8476,1.0051511959293E-006,5.0257559796463E-006
0.8477,1.0177630042454E-006,5.088815021227E-006
0.8478,1.0304578667801E-006,5.1522893339007E-006
0.8479,1.0430490190603E-006,5.2152450953017E-006
0.848,1.0557255283468E-006,5.2786276417341E-006
0.8481,1.0682973794699E-006,5.3414868973493E-006
0.848173046875,1.0775456232276E-006,5.3877281161379E-006
0.8482,1.0760326526147E-006,5.3801632630733E-006
0.8483,1.0703238461279E-006,5.3516192306396E-006
0.8484,1.0647162660211E-006,5.3235813301053E-006
0.8485,1.0590153027877E-006,5.2950765139384E-006
0.8486,1.053414664939E-006,5.2670733246949E-006
0.8487,1.0477216706149E-006,5.2386083530746E-006
0.8488,1.0421279848927E-006,5.2106399244634E-006
0.8489,1.0364429681731E-006,5.1822148408654E-006
0.849,1.0308562444496E-006,5.1542812222478E-006
0.8491,1.02518186399E-006,5.1259093199501E-006
0.8491732421875,1.0210285016682E-006,5.105142508341E-006
0.8492,1.0166877402193E-006,5.0834387010965E-006
0.8493,1.0005648525921E-006,5.0028242629603E-006
0.8494,9.8436217084169E-007,4.9218108542084E-006
0.8495,9.6826083077095E-007,4.8413041538547E-006
0.8496,9.5208275402025E-007,4.7604137701013E-006
0.8497,9.3600299013988E-007,4.6800149506994E-006
0.8498,9.1984933622922E-007,4.5992466811461E-006
0.8499,9.0379118068587E-007,4.5189559034293E-006
0.85,8.8766208165556E-007,4.4383104082778E-006
0.8501,8.7151893256394E-007,4.3575946628197E-006
0.85017353515625,8.5959921178357E-007,4.2979960589179E-006
0.8502,9.5838310213062E-007,4.7919155106531E-006
0.8503,1.3315139852037E-006,6.6575699260183E-006
0.8504,1.7041535336806E-006,8.5207676684032E-006
0.8505,2.0765786528381E-006,1.038289326419E-005
0.8506,2.4484439682958E-006,1.2242219841479E-005
0.8507,2.8201623913901E-006,1.410081195695E-005
0.8508,3.1912526643335E-006,1.5956263321668E-005
0.8509,3.5622634588378E-006,1.7811317294189E-005
0.851,3.9325778795852E-006,1.9662889397926E-005
0.8511,4.3028905202188E-006,2.1514452601094E-005
0.851173828125,4.5757616865197E-006,2.2878808432598E-005
0.8512,4.5550219486962E-006,2.2775109743481E-005
0.8513,4.4762379343387E-006,2.2381189671694E-005
0.8514,4.3971204226667E-006,2.1985602113333E-005
0.8515,4.3180854645896E-006,2.1590427322948E-005
0.8516,4.2395203666758E-006,2.1197601833379E-005
0.8517,4.1606434537298E-006,2.0803217268649E-005
0.8518,4.0822221447167E-006,2.0411110723584E-005
0.8519,4.0035034464585E-006,2.0017517232292E-005
0.852,3.9252261209041E-006,1.9626130604521E-005
0.8521,3.8466695337054E-006,1.9233347668527E-005
0.85217412109375,3.7887524778629E-006,1.8943762389314E-005
0.8522,3.7479981820763E-006,1.8739990910382E-005
0.8523,3.5902778085626E-006,1.7951389042813E-005
0.8524,3.4330405205044E-006,1.7165202602522E-005
0.8525,3.2756449633355E-006,1.6378224816678E-005
0.8526,3.118703580604E-006,1.559351790302E-005
0.8527,2.9616324574801E-006,1.4808162287401E-005
0.8528,2.8049873971363E-006,1.4024936985681E-005
0.8529,2.6482414304466E-006,1.3241207152233E-005
0.853,2.4918930925924E-006,1.2459465462962E-005
0.8531,2.335473369731E-006,1.1677366848655E-005
0.85317431640625,2.2193379089541E-006,1.1096689544771E-005
0.8532,2.2272264894366E-006,1.1136132447183E-005
0.8533,2.258125121724E-006,1.129062560862E-005
0.8534,2.2887846583117E-006,1.1443923291558E-005
0.8535,2.3196207890046E-006,1.1598103945023E-005
0.8536,2.3502121436891E-006,1.1751060718446E-005
0.8537,2.380985689698E-006,1.190492844849E-005
0.8538,2.411509053148E-006,1.205754526574E-005
0.8539,2.4422199346959E-006,1.221109967348E-005
0.854,2.4726747123698E-006,1.2363373561849E-005
0.8541,2.5033236583732E-006,1.2516618291866E-005
0.854174609375,2.5259987409441E-006,1.262999370472E-005
0.8542,2.4780926453325E-006,1.2390463226663E-005
0.8543,2.2897555931303E-006,1.1448777965652E-005
0.8544,2.1013990496132E-006,1.0506995248066E-005
0.8545,1.9134247900053E-006,9.5671239500266E-006
0.8546,1.7254656727066E-006,8.6273283635328E-006
0.8547,1.5378546947163E-006,7.6892734735817E-006
0.8548,1.3502934294404E-006,6.751467147202E-006
0.8549,1.162939815485E-006,5.814699077425E-006
0.855,9.7588323494973E-007,4.8794161747487E-006
0.8551,7.8892831049373E-007,3.9446415524686E-006
0.85517490234375,6.4907526002804E-007,3.2453763001402E-006
0.8552,7.2630419131803E-007,3.6315209565901E-006
0.8553,1.033743258497E-006,5.168716292485E-006
0.8554,1.3409607891735E-006,6.7048039458673E-006
0.8555,1.6477392862998E-006,8.238696431499E-006
0.8556,1.954352071398E-006,9.77176035699E-006
0.8557,2.2604692930299E-006,1.1302346465149E-005
0.8558,2.5664765213887E-006,1.2832382606944E-005
0.8559,2.871931761914E-006,1.435965880957E-005
0.856,3.1773326220342E-006,1.5886663110171E-005
0.8561,3.4821245759262E-006,1.7410622879631E-005
0.8561751953125,3.7113416483723E-006,1.8556708241861E-005
0.8562,3.6494074484342E-006,1.8247037242171E-005
0.8563,3.3995541490098E-006,1.6997770745049E-005
0.8564,3.1502681260413E-006,1.5751340630206E-005
0.8565,2.900950158259E-006,1.4504750791295E-005
0.8566,2.6519109586986E-006,1.3259554793493E-005
0.8567,2.4033710775008E-006,1.2016855387504E-005
0.8568,2.1548677273755E-006,1.0774338636878E-005
0.8569,1.9068185044167E-006,9.5340925220837E-006
0.857,1.6588515743631E-006,8.2942578718153E-006
0.8571,1.4112939090418E-006,7.0564695452091E-006
0.857175390625,1.2247290861655E-006,6.1236454308276E-006
0.8572,1.1944314801419E-006,5.9721574007095E-006
0.8573,1.0715020674492E-006,5.3575103372462E-006
0.8574,9.4860216936075E-007,4.7430108468037E-006
0.8575,8.2591691430728E-007,4.1295845715364E-006
0.8576,7.0328381473714E-007,3.5164190736857E-006
0.8577,5.8084304377778E-007,2.9042152188889E-006
0.8578,4.5847702651099E-007,2.292385132555E-006
0.8579,3.3625029159287E-007,1.6812514579643E-006
0.858,2.1418243851811E-007,1.0709121925905E-006
0.8581,9.2223150065837E-008,4.6111575032918E-007
0.85817568359375,1.2677186958764E-011,6.3385934793821E-011
0.8582,4.1094666009183E-009,2.0547333004591E-008
0.8583,2.0945307731619E-008,1.0472653865809E-007
0.8584,3.7765300601995E-008,1.8882650300998E-007
0.8585,5.4564054617848E-008,2.7282027308924E-007
0.8586,7.135002082046E-008,3.567501041023E-007
0.8587,8.8111648422594E-008,4.4055824211297E-007
0.8588,1.0486354269418E-007,5.243177134709E-007
0.8589,1.2158800457435E-007,6.0794002287174E-007
0.859,1.3830578163288E-007,6.9152890816441E-007
0.8591,1.5499301478858E-007,7.7496507394289E-007
0.8591759765625,1.6765845487738E-007,8.3829227438692E-007
0.8592,2.2611814291988E-007,1.1305907145994E-006
0.8593,4.6933103617831E-007,2.3466551808916E-006
0.8594,7.1224166277302E-007,3.5612083138651E-006
0.8595,9.549582038871E-007,4.7747910194355E-006
0.8596,1.1973276354879E-006,5.9866381774395E-006
0.8597,1.4395471665677E-006,7.1977358328383E-006
0.8598,1.6813748322257E-006,8.4068741611287E-006
0.8599,1.9230966951092E-006,9.6154834755462E-006
0.86,2.1643820237406E-006,1.0821910118703E-005
0.8601,2.4056059503343E-006,1.2028029751672E-005
0.86017626953125,2.5892449955365E-006,1.2946224977682E-005
0.8602,2.5667471261511E-006,1.2833735630756E-005
0.8603,2.472235082448E-006,1.236117541224E-005
0.8604,2.3775959373822E-006,1.1887979686911E-005
0.8605,2.2830654429871E-006,1.1415327214935E-005
0.8606,2.1888439625811E-006,1.0944219812906E-005
0.8607,2.0945215138709E-006,1.0472607569354E-005
0.8608,2.0004911763769E-006,1.0002455881885E-005
0.8609,1.9063772536064E-006,9.5318862680322E-006
0.861,1.8125383128421E-006,9.0626915642105E-006
0.8611,1.7186331199434E-006,8.5931655997171E-006
0.86117646484375,1.6470176125184E-006,8.2350880625918E-006
0.8612,1.6080787426232E-006,8.040393713116E-006
0.8613,1.442597167501E-006,7.2129858375051E-006
0.8614,1.2774261806814E-006,6.3871309034071E-006
0.8615,1.1123162264064E-006,5.5615811320322E-006
0.8616,9.4748676600661E-007,4.7374338300331E-006
0.8617,7.8274882379823E-007,3.9137441189911E-006
0.8618,6.1820465202036E-007,3.0910232601018E-006
0.8619,4.5389585188453E-007,2.2694792594227E-006
0.862,2.8972417853975E-007,1.4486208926987E-006
0.8621,1.2575801944025E-007,6.2879009720123E-007
0.8621767578125,1.2405812501346E-011,6.2029062506728E-011
0.8622,1.5108686337388E-007,7.5543431686939E-007
0.8623,8.0068640570097E-007,4.0034320285049E-006
0.8624,1.4495009156449E-006,7.2475045782244E-006
0.8625,2.097736581944E-006,1.048868290972E-005
0.8626,2.7450672582377E-006,1.3725336291189E-005
0.8627,3.3919372537684E-006,1.6959686268842E-005
0.8628,4.0377825412209E-006,2.0188912706104E-005
0.8629,4.6828549059029E-006,2.3414274529514E-005
0.863,5.327643413559E-006,2.6638217067795E-005
0.8631,5.9724340616857E-006,2.9862170308429E-005
0.86317705078125,6.469356940062E-006,3.234678470031E-005
0.8632,6.3580384542066E-006,3.1790192271033E-005
0.8633,5.8726136484924E-006,2.9363068242462E-005
0.8634,5.3880647964265E-006,2.6940323982132E-005
0.8635,4.9033579180494E-006,2.4516789590247E-005
0.8636,4.4194392303106E-006,2.2097196151553E-005
0.8637,3.9354527206084E-006,1.9677263603042E-005
0.8638,3.4521667476198E-006,1.7260833738099E-005
0.8639,2.9689030503649E-006,1.4844515251825E-005
0.864,2.486023854714E-006,1.243011927357E-005
0.8641,2.0037139259514E-006,1.0018569629757E-005
0.86417734375,1.630765100735E-006,8.1538255036752E-006
0.8642,1.6514848079293E-006,8.2574240396467E-006
0.8643,1.7430516960846E-006,8.7152584804228E-006
0.8644,1.8343921630474E-006,9.1719608152371E-006
0.8645,1.9258345429259E-006,9.6291727146295E-006
0.8646,2.0170332426146E-006,1.0085166213073E-005
0.8647,2.1083506121281E-006,1.054175306064E-005
0.8648,2.1994072646098E-006,1.0997036323049E-005
0.8649,2.2905991311408E-006,1.1452995655704E-005
0.865,2.3815132650522E-006,1.1907566325261E-005
0.8651,2.4723513759815E-006,1.2361756879908E-005
0.86517763671875,2.5430044249792E-006,1.2715022124896E-005
0.8652,2.5078720046689E-006,1.2539360023344E-005
0.8653,2.3506168427756E-006,1.1753084213878E-005
0.8654,2.1936900469583E-006,1.0968450234792E-005
0.8655,2.0366738807122E-006,1.0183369403561E-005
0.8656,1.8799576340697E-006,9.3997881703487E-006
0.8657,1.7231812644479E-006,8.6159063222395E-006
0.8658,1.5666764045114E-006,7.833382022557E-006
0.8659,1.410140787904E-006,7.0507039395199E-006
0.866,1.2538481360223E-006,6.2692406801115E-006
0.8661,1.097553915624E-006,5.4877695781199E-006
0.86617783203125,9.7599561471404E-007,4.8799780735702E-006
0.8662,9.8322839955495E-007,4.9161419977748E-006
0.8663,1.0159321339671E-006,5.0796606698353E-006
0.8664,1.0485176499598E-006,5.2425882497989E-006
0.8665,1.0811748648455E-006,5.4058743242274E-006
0.8666,1.1137077613275E-006,5.5685388066375E-006
0.8667,1.1463182771375E-006,5.7315913856874E-006
0.8668,1.1787983825E-006,5.8939919124998E-006
0.8669,1.2113620194814E-006,6.0568100974072E-006
0.867,1.2437891619466E-006,6.2189458097329E-006
0.8671,1.2761884141418E-006,6.3809420707091E-006
0.867178125,1.3015742908581E-006,6.5078714542906E-006
0.8672,1.2730198974326E-006,6.365099487163E-006
0.8673,1.1424318747086E-006,5.7121593735429E-006
0.8674,1.0120457166671E-006,5.0602285833354E-006
0.8675,8.8166324621572E-007,4.4083162310786E-006
0.8676,7.5145898740846E-007,3.7572949370423E-006
0.8677,6.2128274670242E-007,3.1064137335121E-006
0.8678,4.9126109628908E-007,2.4563054814454E-006
0.8679,3.61291763469E-007,1.806458817345E-006
0.868,2.3143211736876E-007,1.1571605868438E-006
0.8681,1.0169168432255E-007,5.0845842161274E-007
0.86817841796875,1.2115978510109E-011,6.0579892550545E-011
0.8682,1.2114867367741E-011,6.0574336838705E-011
0.8683,1.2110831303683E-011,6.0554156518417E-011
0.8684,1.2105675681089E-011,6.0528378405446E-011
0.8685,1.2101628397979E-011,6.0508141989894E-011
0.8686,1.2096460968034E-011,6.0482304840172E-011
0.8687,1.2092402456634E-011,6.0462012283169E-011
0.8688,1.2087224541312E-011,6.043612270656E-011
0.8689,1.2082041567945E-011,6.0410207839726E-011
0.869,1.2077966383692E-011,6.0389831918459E-011
0.8691,1.2072773028756E-011,6.0363865143779E-011
0.8691787109375,1.2069557133995E-011,6.0347785669974E-011
0.8692,7.2138413463968E-008,3.6069206731984E-007
0.8693,4.1075653182974E-007,2.0537826591487E-006
0.8694,7.4915120589692E-007,3.7457560294846E-006
0.8695,1.0872150955271E-006,5.4360754776353E-006
0.8696,1.4251169720989E-006,7.1255848604946E-006
0.8697,1.7626250337087E-006,8.8131251685435E-006
0.8698,2.0998387051492E-006,1.0499193525746E-005
0.8699,2.436982359442E-006,1.218491179721E-005
0.87,2.7736373379383E-006,1.3868186689691E-005
0.8701,3.1102830129562E-006,1.5551415064781E-005
0.87017890625,3.3755067516615E-006,1.6877533758308E-005
0.8702,3.3281188774644E-006,1.6640594387322E-005
0.8703,3.1038687715776E-006,1.5519343857888E-005
0.8704,2.8795058563707E-006,1.4397529281854E-005
0.8705,2.6555821234647E-006,1.3277910617324E-005
0.8706,2.4315874976252E-006,1.2157937488126E-005
0.8707,2.207787771442E-006,1.103893885721E-005
0.8708,1.9843662334931E-006,9.9218311674656E-006
0.8709,1.7609367587439E-006,8.8046837937194E-006
0.871,1.5378446678584E-006,7.6892233392922E-006
0.8711,1.3147864221581E-006,6.5739321107906E-006
0.87117919921875,1.1383484632606E-006,5.6917423163028E-006
0.8712,1.133780522478E-006,5.6689026123898E-006
0.8713,1.1117263474771E-006,5.5586317373856E-006
0.8714,1.0897913606554E-006,5.4489568032769E-006
0.8715,1.0677725025157E-006,5.3388625125786E-006
0.8716,1.0457723563645E-006,5.2288617818223E-006
0.8717,1.0238854196911E-006,5.1194270984557E-006
0.8718,1.0019207617822E-006,5.0096038089112E-006
0.8719,9.800653348538E-007,4.900326674269E-006
0.872,9.581362804816E-007,4.790681402408E-006
0.8721,9.3631249297373E-007,4.6815624648687E-006
0.8721794921875,9.1890746814692E-007,4.5945373407346E-006
0.8722,9.5966937749442E-007,4.7983468874721E-006
0.8723,1.158430969788E-006,5.7921548489399E-006
0.8724,1.3569244405713E-006,6.7846222028567E-006
0.8725,1.5552378262813E-006,7.7761891314066E-006
0.8726,1.753532864351E-006,8.7676643217549E-006
0.8727,1.9515038562143E-006,9.7575192810713E-006
0.8728,2.1494925426966E-006,1.0747462713483E-005
0.8729,2.3471200606131E-006,1.1735600303065E-005
0.873,2.5448012615909E-006,1.2724006307955E-005
0.8731,2.7420841984494E-006,1.3710420992247E-005
0.87317978515625,2.8993563222427E-006,1.4496781611213E-005
0.8732,2.8601483691134E-006,1.4300741845567E-005
0.8733,2.6665431876219E-006,1.3332715938109E-005
0.8734,2.4728484976074E-006,1.2364242488037E-005
0.8735,2.279539181546E-006,1.139769590773E-005
0.8736,2.0861768416255E-006,1.0430884208127E-005
0.8737,1.8931644705345E-006,9.4658223526727E-006
0.8738,1.7001350500145E-006,8.5006752500726E-006
0.8739,1.5074207471912E-006,7.5371037359562E-006
0.874,1.3147255478516E-006,6.573627739258E-006
0.8741,1.1222067514809E-006,5.6110337574043E-006
0.874180078125,9.6824028747729E-007,4.8412014373865E-006
0.8742,1.0141582692663E-006,5.0707913463315E-006
0.8743,1.2444308355066E-006,6.222154177533E-006
0.8744,1.4746255484188E-006,7.3731277420941E-006
0.8745,1.7044908658954E-006,8.522454329477E-006
0.8746,1.9343202006008E-006,9.671601003004E-006
0.8747,2.1637769991634E-006,1.0818884995817E-005
0.8748,2.3930187227278E-006,1.1965093613639E-005
0.8749,2.6222869183048E-006,1.3111434591524E-005
0.875,2.8511179930913E-006,1.4255589965457E-005
0.8751,3.0800174874831E-006,1.5400087437415E-005
0.8751802734375,3.2633947469727E-006,1.6316973734863E-005
0.8752,3.2310019126779E-006,1.615500956339E-005
0.8753,3.0671666715239E-006,1.533583335762E-005
0.8754,2.9031840442667E-006,1.4515920221334E-005
0.8755,2.7396061716869E-006,1.3698030858435E-005
0.8756,2.5759116291344E-006,1.2879558145672E-005
0.8757,2.4123690161682E-006,1.2061845080841E-005
0.8758,2.2491865118597E-006,1.1245932559299E-005
0.8759,2.0859333227386E-006,1.0429666613693E-005
0.876,1.9230105389415E-006,9.6150526947075E-006
0.8761,1.7600475695794E-006,8.8002378478971E-006
0.87618056640625,1.6289866979802E-006,8.144933489901E-006
0.8762,1.6187381800601E-006,8.0936909003003E-006
0.8763,1.5658806111462E-006,7.8294030557308E-006
0.8764,1.513071941782E-006,7.5653597089101E-006
0.8765,1.4604473272355E-006,7.3022366361774E-006
0.8766,1.4077317995237E-006,7.0386589976186E-006
0.8767,1.3551907437233E-006,6.7759537186167E-006
0.8768,1.3025686477653E-006,6.5128432388264E-006
0.8769,1.2501114555402E-006,6.250557277701E-006
0.877,1.1975830817164E-006,5.9879154085821E-006
0.8771,1.1451042954581E-006,5.7255214772906E-006
0.877180859375,1.1027889381101E-006,5.5139446905505E-006
0.8772,1.0816066786185E-006,5.4080333930927E-006
0.8773,9.7090127121714E-007,4.8545063560857E-006
0.8774,8.6038127222794E-007,4.3019063611397E-006
0.8775,7.4987749008322E-007,3.7493874504161E-006
0.8776,6.3953910653938E-007,3.1976955326969E-006
0.8777,5.2923768900243E-007,2.6461884450122E-006
0.8778,4.1904278431337E-007,2.0952139215668E-006
0.8779,3.0898314078108E-007,1.5449157039054E-006
0.878,1.989915239166E-007,9.94957619583E-007
0.8781,8.911511954183E-008,4.4557559770915E-007
0.87818115234375,1.1622893947449E-011,5.8114469737243E-011
0.8782,6.8794208702601E-008,3.43971043513E-007
0.8783,4.3356203634464E-007,2.1678101817232E-006
0.8784,7.9796627953947E-007,3.9898313976973E-006
0.8785,1.1620129448223E-006,5.8100647241117E-006
0.8786,1.5258426169217E-006,7.6292130846083E-006
0.8787,1.8892059719933E-006,9.4460298599663E-006
0.8788,2.2524187122072E-006,1.1262093561036E-005
0.8789,2.615096771529E-006,1.3075483857645E-005
0.879,2.977690397029E-006,1.4888451985145E-005
0.8791,3.3396810535149E-006,1.6698405267574E-005
0.87918134765625,3.6338855400872E-006,1.8169427700436E-005
0.8792,3.5672574450352E-006,1.7836287225176E-005
0.8793,3.2105526403384E-006,1.6052763201692E-005
0.8794,2.8538685381296E-006,1.4269342690648E-005
0.8795,2.4977674666869E-006,1.2488837333434E-005
0.8796,2.1417541461812E-006,1.0708770730906E-005
0.8797,1.7862589454826E-006,8.9312947274131E-006
0.8798,1.4309184391911E-006,7.1545921959554E-006
0.8799,1.0759316634652E-006,5.3796583173262E-006
0.88,7.2136567112758E-007,3.6068283556379E-006
0.8801,3.6700674968808E-007,1.8350337484404E-006
